type,organization,comment,coords,photo,address,district,subdistrict,province,timestamp
ทางเท้า,เพื่อนชัชชาติ,"ปากซอยสุขุมวิท 37 เป็นหลุมเป็นบ่อ มีผู้สูงอายุสะดุดหลายครั้ง","[100.570229,13.730193]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/cf321714c29f3ff5e0055da44d2104672ba9c01a.jpg,"669 ถ. สุขุมวิท แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย",คลองเตย,คลองตัน,กรุงเทพมหานคร,"2021-12-09 11:48:37.570623+00"
ความปลอดภัย,เพื่อนชัชชาติ,อยากได้ไฟแสงสว่างบนทางจักรยานเลียบทางด่วนถนนประดิษฐ์มนูธรรม,"[100.626906752586,13.8240055529839]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/4b82fcfcebdb6aa0ea3db42a509277ece59c1aef.jpg,"144 หมู่ที่ 12 ถนนประดิษฐ์มนูธรรม แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย",ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,"2021-12-09 11:30:32.08668+00"
น้ำท่วม,เพื่อนชัชชาติ,"น้ำท่วมขังเป็นสัปดาห์ ม.กฤติกาดอนเมือง ทุกครั้งที่ฝนตก เป็นทุกปีไม่มีใครเคยแก้","[100.582096092403,13.9236170510887]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/35b7bc06526fd6f3e6ebb0b1a4ae8ee6dde76109.jpg,"79/182 ถ. ประชาอุทิศ แขวง ดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย",ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,"2021-12-09 11:06:26.457952+00"
ความปลอดภัย,เพื่อนชัชชาติ,แจ้งตัวเงินตัวทองจะเข้าที่พักอาศัย,"[100.49125570444,13.7370461874542]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-11/51ecb5a16dcd635b6d8fe826dafac14a98ec10d4.jpg,"59/21 ซอย วัดกัลยาณ์ แขวง วัดกัลยา เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย",ธนบุรี,วัดกัลยาณ์,กรุงเทพมหานคร,"2021-11-25 09:16:56.458627+00"
ขยะ,เพื่อนชัชชาติ,"มีผู้นำขยะมาแยกแล้วนำขยะทิ้งลงคลอง สร้างที่พัก กักทางน้ำในรำราง ต้องการให้รื้อออก มีจุดนี้เท่านั้น ที่ปิดทาง","[100.650112,13.712899]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-11/8f0883582eb5df88a77bd1e085587ca2b361ac76.jpg,"17/1 ซอย อ่อนนุช 66 แยก 1-1 แขวง ประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย",สวนหลวง,สวนหลวง,กรุงเทพมหานคร,"2021-11-25 03:43:10.908854+00"
ความปลอดภัย,เพื่อนชัชชาติ,"ขอร่วมเป็นพลังทำให้กรุงเทพฯ ดีกว่าเดิม ร่วมบอกความฝันที่อยากให้เมืองดีขึ้น หรือแจ้งปัญหาที่อยากแก้ไขในพื้นที่เขตของเราพร้อมรายละเอียดดังนี
เสาไฟฟ้า","[100.455972141231,13.7226460057447]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-11/70e75f50c17e3e537503ce85a7687877fcb1511d.jpg,"206/52 ถนน เพชรเกษมสายเก่า แขวง ปากคลองภาษีเจริญ เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย",ภาษีเจริญ,ปากคลองภาษีเจริญ,กรุงเทพมหานคร,"2021-11-23 02:03:22.431833+00"
ทางเท้า,เพื่อนชัชชาติ,ทางเท้า,"[100.51055,13.744631]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-11/21fa3bb92efd12448c041c088e32874f24d16580.jpg,"326 ถนน พลับพลาไชย แขวง ป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย",ป้อมปราบศัตรูพ่าย,ป้อมปราบ,กรุงเทพมหานคร,"2021-11-16 04:16:12.237434+00"
ทางเท้า,เพื่อนชัชชาติ,ทางเท้า,"[100.535475281176,13.7519093953153]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-11/9b7d08ca7b2c1032f6e6e51c158e76babe44bac7.jpg,"542/26 ถนน เพชรบุรี แขวง ถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย",ราชเทวี,ถนนพญาไท,กรุงเทพมหานคร,"2021-11-14 10:21:53.475092+00"
ความปลอดภัย,เพื่อนชัชชาติ,"มีฝาท่อระบายน้ำชำรุดบริเวณ ซ.เพชรเกษม46 ช่วงตรงข้ามฟาร์มลุงลี ฝาท่อซีเมนต์พลิกได้เหมือนบ่าท่อไม่เกาะฝาท่อมันจะเผยอขึ้นถ้าเหยียบหรืมีรถวิ่งทับ ค่อนข้างอันตรายครับ เป็น2-3จุดบริเวณเดียวกันครับ ฝากดูแลด้วยนะครับ ขอบคุณครับ","[100.44755,13.719372]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-11/a10328c361a95a09a9c2dd7fab6e8ee26a1793af.jpg,"19/31 ซอย เพชรเกษม 46 แยก 11 แขวง บางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย",ภาษีเจริญ,บางหว้า,กรุงเทพมหานคร,"2021-11-12 02:19:45.429843+00"
ความปลอดภัย,เพื่อนชัชชาติ,แสงสว่าง,"[100.541881732643,13.7591274570607]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-11/fc0eb16480c85f3037f3a0ecefb8f3243c33df14.jpg,"5 ถนน รางน้ำ แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย",ราชเทวี,ถนนพญาไท,กรุงเทพมหานคร,"2021-11-07 05:39:02.268295+00"
จราจร,เพื่อนชัชชาติ,"1.ซอยราษฎร์นิมิตร 2 ถนนชำรุดทั้งซอย","[100.733567,13.917323]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-09/eab62bfa54e7767ce95b69f7428241392f5e8408.jpg,"147 ซอย ราษฎร์นิมิต 2 แขวง สามวาตะวันออก เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย",คลองสามวา,สามวาตะวันออก,กรุงเทพมหานคร,"2021-09-28 23:01:00.111869+00"
ความปลอดภัย,เพื่อนชัชชาติ,"สะพานลอยปรับปรุงไม่เสร็จตามกำหนด
ปากซอย สาทร12","[100.526486,13.720603]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-09/b0b738c84fb0d0b0bfd5c5ac004492eb6fde19c3.jpg,"191/1 ถนน สาทรเหนือ แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย",สาทร,ยานนาวา,กรุงเทพมหานคร,"2021-09-26 05:03:52.594898+00"
